start,end,today,deviceid,imei,control_estudio,encuesta_id,participacion_control,participacion_estudio,Assigned_Group,Current_Group,tipo_encuesta,tariff_code,num_personas,medidor,sexo,nivel_educacion,store_type,mas_gasta_tiempo,porque_mas_gasta_tiempo,hora_pico_energia,dia_pico_energia_choices,ano_pico_energia_choices,epoca_consumo,bombillas,bombillas_horas,celular,celular_horas,internet,internet_horas,radio,radio_horas,television,television_horas,computadora,computadora_horas,refrigerador,refrigerador_horas,abanico,abanico_horas,aire_acondicionado,aire_acondicionado_horas,microondas,microondas_horas,licuadora,licuadora_horas,equipo,equipo_horas,lavadora,lavadora_horas,secadora,secadora_horas,plancha,plancha_horas,plancha_pelo,plancha_pelo_horas,consumo_abanico,consumo_luces,consumo_television,consumo_celular,consumo_radio,consumo_refrigerador,efficiency_bulb,time_fridge,buy_fridge,efficiency_tv,interest_efficiency,estrategias_pasadas_efficiency,estrategias_pasadas_efficiency_resp1,estrategias_pasadas_efficiency_resp2,estrategias_pasadas_efficiency_resp3,fotos_est_eficiencia_energeticaI,fotos_est_eficiencia_energeticaII,barreras_efficiency,barreras_efficiency_resp1,barreras_efficiency_resp2,barreras_efficiency_resp3,razon_eficiencia_energeticaI,razon_eficiencia_energeticaII,razon_eficiencia_energeticaIII,razon_eficiencia_energeticaI_resp1,razon_eficiencia_energeticaII_resp2,razon_eficiencia_energeticaIII_resp3,financiamiento_eficiencia,financiamiento_eficiencia_tamano,financiamiento_eficiencia_meses,financiamiento_solar,financiamiento_solar_tamano,financiamiento_solar_meses,acceso_a_datos,cuenta_de_ahorros,gasto_electrico,gasto_electrico_cordobas,gasto_tarifa_electrica,gasto_agua,gasto_agua_cordobas,gas_casa,gasto_gas,ingresos_mensuales,gastos_mensuales,porcentaje_electricidad,dificultad_pago,dificil_porque_pago,muy_dificil_porque_pago,especifique_porque_dificil,especifique_porque_mdificil,ahorros_si_no,ahorros_cantidad,gasto_servicios,gasto_cosas_basicas,gastos_otros_no_diversion,gastos_diversion,ahorros_gastos,ahorraria_si,gastaria_si,control_de_consumo,como_contro_de_consumo,como_contro_de_consumo_resp1,como_contro_de_consumo_resp2,cuanto_tiempo_dia_control,cuantos_dias_control,informacion_util,para_que_util_nada,para_que_util_nada_resp,para_que_util_masmenos,para_que_util_masmenos_resp,para_que_util_uil,para_que_util_uil_resp,para_que_util_muyutil,para_que_util_muyutil_resp,uso_informacion_disnorte,uso_informacion_disnorte_resp1,uso_informacion_disnorte_resp2,comparte_papel_info,comparte_papel_info_si,comparte_papel_info_si_resp,type_pago,tiempo_pago,type_pago_quality,porque_facil_pago,porque_relafacil_pago,porque_complicado_pago,porque_muycomplicado_pago,tipo_telefono,telefono_suyo,tel_whatsapp,telefonos,internet_uso,foto_gasto_electrico,foto_recibo,especifique_gasto_electrico,coordenadasIII,X_coordenadasIII_latitude,X_coordenadasIII_longitude,X_coordenadasIII_altitude,X_coordenadasIII_precision,meta.instanceID,X_id,X_uuid,X_submission_time,X_tags,X_notes,X_version,X_duration,X_submitted_by,focos_eficiencia_ahorro,focos_eficiencia_cuanto,ventana_eficiencia_ahorro,ventana_eficiencia_cuanto,botella_eficiencia_ahorro,botella_eficiencia_cuanto,cortina_eficiencia_ahorro,cortina_eficiencia_cuanto,refri_eficiencia_ahorro,refri_eficiencia_cuanto,abanico_eficiencia_ahorro,abanico_eficiencia_cuanto,tv_eficiencia_ahorro,tv_eficiencia_cuanto,survey_time
2018-02-21T13:14:03.000-05:00,2018-03-12T11:35:49.000-05:00,2/21/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,103,n/a,si,NA,NA,micro_empresa,t0,4,si,hombre,ciclo_diversificado,pulperia,manana,NA,7,n/a,diciembre,igual,6,3,4,2,1,24,1,3,1,No se ve TV,1,No se usa,2,10,3,8,n/a,n/a,1,No se usa,1,No se usa,n/a,n/a,1,3 horas a la semana,n/a,n/a,1,No se usa,1,2 horas a la semana,25,10,n/a,10,10,50,led,36,El gallo mÕóëçs gallo,led,estoy_muy_interesado,"Apagamos todo, hemos eliminado varios equipos, apagar mÕóëçs temprano los equipos, no se deja nada conectado",turn_off,remove_appliances,less_appliances,n/a,n/a,"La dedicaciÕóë_n, y los recibos ahorre o no siempre le sale igual",,,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,n/a,n/a,si,n/a,n/a,si,si,300,2600,25,n/a,400,Cocinar,200,10000,6000,70,muy_dificil,n/a,caro,n/a,n/a,no,n/a,3000,5000,2000,n/a,ahorraria,Invertir,n/a,no,n/a,,,n/a,n/a,mas_o_menos,n/a,,Es Õóë_til pero yo no le pongo atenciÕóë_n,isnt_interesting,n/a,,n/a,,Para pagarj,pay,,no,n/a,,persona_empresa,60,complicado,n/a,n/a,A veces hay fila y me atraso,n/a,smart_phone,84777744,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312054?filename=niuera/attachments/1519242665723-1139838979-14_51_14.jpg,n/a,12.131141 -86.233186 114.69999694824219 10,12,-86,115,10,uuid:afc97d4d-e2e4-45d3-b785-39e4c88fbe82,26348643,afc97d4d-e2e4-45d3-b785-39e4c88fbe82,2018-03-13T13:48:35,NA,NA,2.02E+11,1635706,,mucho,90,mucho,200,mas o menos,100,mucho,150,mucho,10000,mas o menos,500,mucho,no pagaria,endline
2018-02-21T15:32:58.000-05:00,2018-03-12T11:47:03.000-05:00,2/21/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,199,n/a,si,NA,NA,micro_empresa,t1,5,si,mujer,universidad,pulperia,medio_dia,NA,11,martes,diciembre,verano,4,4,4,1,n/a,n/a,1,1,2,3,n/a,n/a,3,24,2,8,n/a,n/a,n/a,n/a,1,5 minutos,1,6,n/a,n/a,n/a,n/a,1,1 hora a la semana,n/a,n/a,5,5,20,10,5,40,led,84,Es de coca cola,viejo,me_interesa,"Cargar una sola vez, encender las bujÕóë_as solo lo necesario, y cuando se vayan a cargar los equipos apagarlos",charge_cellphone_well,less_lights,turn_off_fridge,n/a,n/a,Eso depende de uno mÕóëçs que todo,,,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,50000,12,si,n/a,n/a,si,si,358,3000,5,n/a,130,Cocinar,325,15000,15000,20,dificil,caro,n/a,n/a,n/a,no,n/a,5000,3500,1200,1000,ahorraria,Para mejorar la vivienda,n/a,no,n/a,,,n/a,n/a,no_me_sirve,Solo para ver el cobro,just_see_payment,n/a,,n/a,,n/a,,Para pagar,pay,,si,"Con familiares, hablamos de cuÕóëçnto saliÕóë_ en el recibo",talk_about_consumption,persona_individuo,5,facil,La pulperÕóë_a quita tiempo y esa es la forma mÕóëçs fÕóëçcil,n/a,n/a,n/a,smart_phone,57494209,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312068?filename=niuera/attachments/1519246315685439750459-15_53_33.jpg,n/a,12.131141 -86.233186 114.69999694824219 10,12,-86,115,10,uuid:106daa3b-9eb3-44ad-b89a-c0216c7edc70,26348668,106daa3b-9eb3-44ad-b89a-c0216c7edc70,2018-03-13T13:49:25,NA,NA,2.02E+11,1628045,,mucho,30,mas o menos,800,mas o menos,350,mucho,500,mucho,12000,mucho,800,mas o menos,3000,endline
2018-02-22T11:38:01.000-05:00,2018-03-12T11:54:12.000-05:00,2/22/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,234,n/a,si,NA,NA,casa,t0,8,si,hombre,universidad,n/a,noche,NA,22,lunes,diciembre,verano,10,"4 se encienden por 4 horas, las demÕóëçs se encienden periÕóë_dicamente",4,30 minutos,1,24,n/a,n/a,3,6,1,2,1,24,5,6,n/a,n/a,n/a,n/a,1,"Se usa periÕóë_dicamente, 5 minutos",n/a,n/a,1,6 horas a la semana,n/a,n/a,1,Casi no se usa,1,1 hora a la semana,45,5,10,5,1,25,led,24,Curacao,lcd,estoy_muy_interesado,"Apagar las luces y utilizar solo las necesarias, reducir la cantidad de abanicos, reducir el uso de la lavadora",less_lights,less_fans,less_washing_machine,n/a,n/a,"AquÕóë_ hay varias familias, y no a todos les preocupa el tema del ahorro, y tambiÕóë©n influye la capacidad econÕóë_mica",family,no_interest,economic_capacity,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,gasto_hogar,home_expense,si,n/a,n/a,si,n/a,n/a,si,no,220,2100,7,n/a,600,Cocinar,335,9500,9500,30,dificil,other,n/a,"Yo ya soy jubilado, y uno tiene que hacer sacrificios para pagar",n/a,si,1000,6000,4000,n/a,n/a,ahorraria,"Mejorar mi vivienda, o comprar un carro",n/a,si,Comparamos el consumo anterior con el actual,compare_consumption,,10,2,util,n/a,,n/a,,Para darse cuenta de cuÕóëçnto gasta,see_consumption,n/a,,Para determinar el consumo real y pagarlo,see_real_consumption,pay,no,n/a,,persona_banco,30,facil,Me dan preferencia por mi discapacidad,n/a,n/a,n/a,smart_phone,88487882,telefono,85562352,n/a,si,http://classic.ona.io/api/v1/files/7312080?filename=niuera/attachments/1519328080211-1139838979-14_35_35.jpg,n/a,12.128539 -86.221308 0 26.45599937438965,12,-86,0,26,uuid:adbb3b74-7afa-40c7-99eb-7566813eb853,26348701,adbb3b74-7afa-40c7-99eb-7566813eb853,2018-03-13T13:49:17,NA,NA,2.02E+11,1556171,,mucho,60,mucho,300,mucho,200,mucho,2500,mucho,9000,mas o menos,300,mucho,16000,endline
2018-02-21T15:53:53.000-05:00,2018-03-12T11:55:48.000-05:00,2/21/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,47,n/a,si,NA,NA,casa,t0,4,si,mujer,universidad,n/a,noche,NA,20,sabado,n/a,igual,5,2,2,1,1,6,n/a,n/a,2,2,n/a,n/a,1,24,2,10,n/a,n/a,n/a,n/a,1,Casi no se usa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30,5,10,5,n/a,40,led,60,Curacao,viejo,me_interesa,"Abrir una vez al dÕóë_a la refrigeradora, y sacar todo lo necesario, encender las luces solo cuando hay necesidad, hay aparatos que casi no uso",open_fridge_little,less_lights,remove_appliances,n/a,n/a,A veces no hay quienes te brinden ese tipo de informaciÕóë_n,no_information,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,no,n/a,n/a,no,n/a,n/a,si,no,120,375,4,n/a,132,Cocinar,160,7000,8000,20,dificil,me_gustaria_otros,n/a,n/a,n/a,no,n/a,1800,7000,1400,n/a,ahorraria,Hacer mejoras a la casa,n/a,no,n/a,,,n/a,n/a,no_me_sirve,"A disnorte no le interesa, ponen lo que se les da la gana",its_unreliable,n/a,,n/a,,n/a,,Para pagar,pay,,no,n/a,,persona_banco,60,facil,"No tengo problema con el lugar, lo que me interesa es pagarlo",n/a,n/a,n/a,smart_phone,84827335,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312088?filename=niuera/attachments/1519250425053-1139838979-17_1_10.jpg,n/a,12.131141 -86.233186 114.69999694824219 10,12,-86,115,10,uuid:0bf9151c-f044-466b-bf02-922b826fb83c,26348728,0bf9151c-f044-466b-bf02-922b826fb83c,2018-03-13T13:50:03,NA,NA,2.02E+11,1627315,,mucho,NA,mucho,150,mas o menos,50,mas o menos,120,mucho,4500,mucho,600,mucho,2700,endline
2018-02-22T15:22:24.000-05:00,2018-03-12T12:00:11.000-05:00,2/22/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,59,n/a,si,NA,NA,casa,t0,8,si,mujer,universidad,n/a,noche,NA,22,n/a,diciembre,verano,6,3,2,1,1,40 minutos,1,2,3,3,1,Casi no se usa,1,24,4,9,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,1,1 hora a la semana,n/a,n/a,30,5,10,2,3,60,led,36,Me la regalaron,viejo,me_interesa,"Los abanicos no se usan en el dÕóë_a, no tener las luces encendidas innecesariamente,",less_fans,less_lights,,n/a,n/a,Ninguna,nothing,,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,n/a,n/a,si,n/a,n/a,si,si,165,1300,4,n/a,160,Cocinar,275,6000,8000,80,dificil,me_gustaria_otros,n/a,n/a,n/a,no,n/a,2000,5500,500,n/a,ahorraria,Para mÕóë_ vejez,n/a,si,Yo reviso diario el consumo,check_meter,,2,30,util,n/a,,n/a,,Para mirar si estamos gastando mÕóëçs,see_variation_of_consumption,n/a,,Para controlar el consumo,control_consumption,,no,n/a,,correo,5,facil,Es prÕóëçcticamente automÕóëçtico,n/a,n/a,n/a,n/a,22491474,n/a,n/a,no,si,http://classic.ona.io/api/v1/files/7312098?filename=niuera/attachments/15193321103241737170391-15_43_4.jpg,n/a,12.128539 -86.221308 0 26.45599937438965,12,-86,0,26,uuid:e02eeae0-4715-4822-b1ed-8f4b812cc44d,26348753,e02eeae0-4715-4822-b1ed-8f4b812cc44d,2018-03-13T13:50:25,NA,NA,2.02E+11,1543067,,mas o menos,50,mucho,180,mas o menos,60,mucho,80,mas o menos,10000,mas o menos,500,mucho,5000,endline
2018-02-23T09:18:58.000-05:00,2018-03-12T12:04:15.000-05:00,2/23/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,260,n/a,si,NA,NA,micro_empresa,t0,3,si,mujer,ciclo_diversificado,pulperia,manana,NA,8,n/a,abril,verano,7,4,2,1,1,24,n/a,n/a,1,10,n/a,n/a,2,4,2,8,n/a,n/a,n/a,n/a,1,Casi no se usa,n/a,n/a,n/a,n/a,n/a,n/a,1,No la utilizo,n/a,n/a,15,5,20,5,n/a,50,led,12,El gallo mÕóëçs gallo,viejo,me_interesa,"Desconectar los aparatos, ocuparlos menos tiempo, cambiÕóë© un abanico viejo",turn_off,less_appliances,buy_efficient_fan,n/a,n/a,"El inconveniente es que yo tengo un hijo enfermo y aunque quiera con el es difÕóë_cil, no me da el tiempo",health_problems,no_time,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,150000,24,si,10000,12,si,si,130,500,4,n/a,170,Cocinar,200,15000,20000,30,facil,n/a,n/a,n/a,n/a,no,n/a,2000,8000,4500,n/a,ahorraria,Para mÕóë_ vejez y mi hijo,n/a,si,Reviso diario el medidor,check_meter,,4,30,muy_util,n/a,,n/a,,n/a,,Para saber muy bien mi gasto,see_real_consumption,Para realizar reclamos e ir al dÕóë_a con mi pago,claims,pay,no,n/a,,persona_banco,60,relativamente_facil,n/a,Es una vez al mes,n/a,n/a,smart_phone,87791098,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312123?filename=niuera/attachments/1519396531123439750459-9_36_30.jpg,n/a,12.149872 -86.235554 98.9000015258789 17,12,-86,99,17,uuid:cbf309c4-9dcd-4c87-941a-edc87a6527a5,26348785,cbf309c4-9dcd-4c87-941a-edc87a6527a5,2018-03-13T13:50:50,NA,NA,2.02E+11,1478717,,mucho,50,mucho,600,mucho,600,mucho,900,mucho,4500,mucho,800,mucho,1800,endline
2018-02-23T10:35:13.000-05:00,2018-03-12T12:18:02.000-05:00,2/23/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,610,n/a,si,NA,NA,micro_empresa,t0,n/a,si,mujer,primaria,pulperia,noche,NA,21,sabado,diciembre,verano,8,3,4,1,1,3,1,1,2,6,n/a,n/a,2,8,3,8,n/a,n/a,n/a,n/a,1,5 minutos,n/a,n/a,n/a,n/a,n/a,n/a,1,30 minutos a la semana,n/a,n/a,20,5,20,5,5,40,led,48,Oriental,viejo,me_interesa,"SeparÕóë© el consumo de mi hija en un medidor aparte, enciendo el Freezer en la noche porque en el dÕóë_a lo abro mucho, desenchufar todo",separate_meters,turn_off_fridge,disconnect_appliances,n/a,n/a,No hay voluntad de los demÕóëçs miembros de mi familia,no_will,family,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,n/a,n/a,si,n/a,n/a,si,si,220,1400,7,35000,450,Cocinar,310,9000,9000,20,dificil,n/a,n/a,PrÕóëçcticamente solo me toca a mÕóë_ el pago,n/a,no,n/a,2000,5000,500,300,ahorraria,Para una emergencia,n/a,si,Reviso el medidor,check_meter,,5,30,util,n/a,,n/a,,Para controlar el gasto,control_consumption,n/a,,Me sirve para saber cuÕóëçnto tengo que consumir el siguiente mes,control_consumption,,no,n/a,,persona_banco,60,facil,"Es mÕóëçs seguro, asÕóë_ me evito cualquier inconveniente con el pago",n/a,n/a,n/a,smart_phone,84516247,telefono,n/a,si,si,http://classic.ona.io/api/v1/files/7312151?filename=niuera/attachments/1519400304137-1139838979-10_39_10.jpg,n/a,12.149872 -86.235554 98.9000015258789 17,12,-86,99,17,uuid:161da67a-e632-467c-9c26-963e394c5949,26348835,161da67a-e632-467c-9c26-963e394c5949,2018-03-13T13:51:29,NA,NA,2.02E+11,1474969,,mucho,100,mucho,300,mucho,200,poco,200,mas o menos,10000,poco,200,mas o menos,4000,endline
2018-02-23T12:22:00.000-05:00,2018-03-13T08:56:07.000-05:00,2/23/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,365,n/a,si,NA,NA,micro_empresa,t1,1,si,hombre,universidad,pulperia,medio_dia,NA,11,domingo,n/a,igual,3,5,5,1,1,10,n/a,n/a,1,4,n/a,n/a,3,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,5,5,n/a,90,led,24,El gallo mÕóëçs gallo,viejo,estoy_muy_interesado,"Mantener llenos los equipos, dejarlo lleno por la noche y trabajando en modo nocturno, mantener las margarinas fuera de la refrigeradora",keep_fridge_full,use_night_mode,not_open_fridge_unnecessarily,n/a,n/a,Uno a veces trata de ahorrar y no baja la energÕóë_a,price_energy,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,n/a,n/a,si,n/a,n/a,si,si,430,4300,7,n/a,600,Cocinar,600,22000,18000,90,facil,n/a,n/a,n/a,n/a,si,3000,5000,6000,1300,n/a,ahorraria,Para invertir,n/a,no,n/a,,,n/a,n/a,util,n/a,,n/a,,Vas viendo si sube o baja,see_variation_of_consumption,n/a,,"Para ver cÕóë_mo varÕóë_a el consumo, llevar un control de los dÕóë_as que te cobran",see_variation_of_consumption,control_period_of_consumption,si,"Hay personas que me preguntan, por ejemplo con mis clientes les pido que por favor pidan los productos de una sola vez que pago bastante energÕóë_a",talk_about_saving_tips,persona_empresa,90,complicado,n/a,n/a,Algunas veces esta lleno,n/a,smart_phone,87524040,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312349?filename=niuera/attachments/1519420611961439750459-16_17_18.jpg,n/a,12.149872 -86.235554 98.9000015258789 17,12,-86,99,17,uuid:0189e750-eb99-46ad-8567-6934bc33c9a9,26349103,0189e750-eb99-46ad-8567-6934bc33c9a9,2018-03-13T13:56:37,NA,NA,2.02E+11,1542847,,mucho,180,mucho,500,mas o menos,130,mucho,150,mucho,15000,mucho,750,mas o menos,6000,endline
2018-02-15T16:21:59.000-05:00,2018-03-13T09:01:46.000-05:00,2/15/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,32,n/a,si,NA,NA,casa,t0,4,si,hombre,universidad,n/a,noche,NA,18,domingo,diciembre,igual,9,5,3,1,n/a,n/a,1,2,1,5,1,Casi no se usa,1,24,2,3,n/a,n/a,1,20 minutos,1,10 minutos,n/a,n/a,1,2 veces a la semana como 2 horas,n/a,n/a,1,No se usa,n/a,n/a,10,5,5,2,n/a,60,led,24,En una casa comercial,viejo,estoy_muy_interesado,"Luces apagadas, y usar solo necesario",less_lights,less_appliances,,n/a,n/a,A veces los hijos no obedecen,children,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,15000,12,si,15000,10,si,si,120,400,n/a,22000,230,Cocinar,320,15000,14000,15,relativamente_facil,n/a,n/a,n/a,n/a,no,n/a,700,8000,500,250,ahorraria,Para comprar mejores equipos de computaciÕóë_n modernos,n/a,no,n/a,,,n/a,n/a,util,n/a,,n/a,,Para ir midiendo los gastos,control_consumption,n/a,,Para ver cuÕóëçnto voy a pagar,pay,,no,n/a,,persona_banco,60,relativamente_facil,n/a,"Depende del dÕóë_a, a veces es rÕóëçpido otras veces no",n/a,n/a,chiclero,89819758,telefono,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312446?filename=niuera/attachments/1518730629448-1231404170-16_37_21.jpg,n/a,12.121784 -86.22323 0 27.1299991607666,12,-86,0,27,uuid:5d78e596-b291-4fed-9dda-6575de732ed6,26349298,5d78e596-b291-4fed-9dda-6575de732ed6,2018-03-13T14:02:17,NA,NA,2.02E+11,2219987,,mucho,90,mucho,600,poco,30,mas o menos,500,mucho,7500,mas o menos,500,mas o menos,10000,endline
2018-02-16T16:10:53.000-05:00,2018-03-13T09:08:46.000-05:00,2/16/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,345,n/a,si,NA,NA,casa,t1,2,si,mujer,ciclo_diversificado,pulperia,noche,NA,18,n/a,diciembre,verano,6,"1 pasa encendida todo el dÕóë_a, las otras son momentos como 10 minutos",1,30 minutos,n/a,n/a,1,No se enciende,1,No se enciende,n/a,n/a,3,12,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,10,n/a,3,n/a,80,led,120,A un vecino amigo mÕóë_o,viejo,no_me_interesa,"En la tarde apago la luz de la venta, estar pendiente de las horas que llevan trabajando los freezers, y apagar el resto de bujÕóë_as",less_lights,turn_off_fridge,schedule_of_consumption,n/a,n/a,"Ninguna, por ejemplo ustedes vinieron a ofrecer el estudio yo aceptÕóë©, entonces depende de uno",nothing,,,reducir_ambiente,reduce_environment,gasto_hogar,home_expense,independencia_energetica,energy_independence,no,n/a,n/a,no,n/a,n/a,si,no,300,3000,7,n/a,100,Cocinar,150,4000,4000,70,relativamente_facil,n/a,n/a,n/a,n/a,no,n/a,3600,4000,1000,n/a,ahorraria,Para la vejez,n/a,no,n/a,,,n/a,n/a,mas_o_menos,n/a,,Para ver si mi gasto me bajÕóë_,see_consumption,n/a,,n/a,,Para el pago y hacer reclamos,pay,claims,no,n/a,,persona_individuo,5,facil,No tengo que moverme,n/a,n/a,n/a,n/a,n/a,n/a,22442114,n/a,si,http://classic.ona.io/api/v1/files/7312602?filename=niuera/attachments/1518818674250-570125622-17_5_6.jpg,n/a,12.127807 -86.221379 0 99.49400329589844,12,-86,0,99,uuid:97f99e58-13e9-46b4-8c34-fc0bb9cbd6ed,26349700,97f99e58-13e9-46b4-8c34-fc0bb9cbd6ed,2018-03-13T14:09:44,NA,NA,2.02E+11,2134673,,mas o menos,80,mucho,300,mucho,140,mucho,300,mucho,18000,mucho,no me interesa,mucho,no me interesa,endline
2018-02-19T10:51:47.000-05:00,2018-03-13T09:13:26.000-05:00,2/19/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,314,n/a,si,NA,NA,casa,t0,5,si,mujer,primaria,n/a,noche,NA,21,n/a,diciembre,igual,8,"Solo en el momento que se van a ocupar, 1 hora",3,1.5,1,24,n/a,n/a,2,2,1,No se usa,1,9,2,2,n/a,n/a,1,1 minutos,1,5,n/a,n/a,n/a,n/a,n/a,n/a,1,5 minutos,1,Ya no usa,5,10,10,5,n/a,30,led,84,El gallo mÕóëçs gallo,lcd,estoy_muy_interesado,"Desconectar la refrigeradora, ocupar menos los abanicos, ocupar lo menos posible la plancha",turn_off_fridge,less_fans,less_ironing,n/a,n/a,Ninguna,nothing,,,gasto_hogar,home_expense,reducir_ambiente,reduce_environment,independencia_energetica,energy_independence,si,10000,n/a,si,n/a,n/a,si,si,150,400,8,n/a,140,Cocinar,250,9000,7000,8,facil,n/a,n/a,n/a,n/a,no,n/a,1000,4000,1000,n/a,ahorraria,Para gastos imprevistos,n/a,no,n/a,,,n/a,n/a,muy_util,n/a,,n/a,,n/a,,Para conocer los costos de la luz,know_cost_energy,Para llevar los gastos de energÕóë_a y saber que hay que ahorrar,,,no,n/a,,persona_empresa,30,facil,Me dan atenciÕóë_n preferencial porque soy una persona mayor,n/a,n/a,n/a,smart_phone,78338109,telefono,n/a,no,si,http://classic.ona.io/api/v1/files/7312722?filename=niuera/attachments/1519057395555-570125622-11_23_53.jpg,n/a,12.130755 -86.232174 120.5 10,12,-86,120.5,10,uuid:40f57f45-7074-4dab-93ae-813ad955c47b,26350068,40f57f45-7074-4dab-93ae-813ad955c47b,2018-03-13T14:13:56,NA,NA,2.02E+11,1894899,,mucho,50,mucho,300,mucho,100,mucho,100,mucho,10000,mucho,500,mucho,5000,endline
2018-02-19T11:44:01.000-05:00,2018-03-13T09:16:04.000-05:00,2/19/18,enketo.ona.io:4wj1UZdjYd9nJCom,enketo.ona.io:4wj1UZdjYd9nJCom,estudio,910,n/a,si,NA,NA,casa,t0,6,si,mujer,primaria,n/a,medio_dia,NA,13,n/a,diciembre,verano,6,3,2,2,1,24,1,No se usa,2,2,n/a,n/a,1,24,2,2,1,"No se ocupa, solo cuando viene mi hijo de vacaciones",n/a,n/a,1,Casi no se usa,n/a,n/a,1,"2 veces a la semana, 1 hora cada vez",n/a,n/a,n/a,n/a,n/a,n/a,10,20,20,10,n/a,50,fluorescentes,72,Me la mandaron de los EEUU,plasma,me_interesa,"Apago las luces, uso poco el abanico, solo miramos TV en la noche",less_lights,less_fans,less_tv,n/a,n/a,"Es difÕóë_cil que la luz baje en Nicaragua, aunque uno se esfuerce",context_country,price_energy,,gasto_hogar,home_expense,independencia_energetica,energy_independence,reducir_ambiente,reduce_environment,si,10000,12,si,n/a,n/a,si,si,160,2000,15,n/a,500,Cocinar,200,6000,4000,50,dificil,me_gustaria_otros,n/a,n/a,n/a,no,n/a,2500,2000,500,n/a,ahorraria,Para una emergencia,n/a,no,n/a,,,n/a,n/a,no_me_sirve,Solo miro lo que voy a pagar,just_see_payment,n/a,,n/a,,n/a,,"No le entiendo a esa informaciÕóë_n, solo lo uso para pagar",pay,,no,n/a,,persona_individuo,5,facil,"Es mÕóëçs fÕóëçcil, no tengo que ir a ningÕóë_n lado",n/a,n/a,n/a,n/a,22508096,n/a,n/a,n/a,si,http://classic.ona.io/api/v1/files/7312757?filename=niuera/attachments/1519060191842-570125622-12_10_31.jpg,n/a,12.130755 -86.232174 120.5 10,12,-86,120.5,10,uuid:5fdfa13e-f759-41ec-9dc0-ed1585b7f003,26350277,5fdfa13e-f759-41ec-9dc0-ed1585b7f003,2018-03-13T14:17:13,NA,NA,2.02E+11,1891923,,poco,50,poco,150,poco,no pagaria,poco,100,mas o menos,8000,mas o menos,900,mas o menos,13000,endline
